"","N","S","alpha","H","D","UniqueCounts","J","HD","sample.no","sample.name","eco","lat","long","form"
"3225",1,1,NA,1,NA,1,NA,NA,"3225","Gros Cap (1944)","Nearctic","61.85001","-121.28334","odonates"
"3226",49,6,1.79486825010806,4.92155203060869,4.62992125984252,6,0.889418452367155,0.0610840726949768,"3226","Gros Cap (1945)","Nearctic","61.85001","-121.28334","odonates"
"3227",175,11,2.6054180496023,4.57401454761042,3.57478281286687,7,0.634052409770993,0.246486853441394,"3227","Gros Cap (1946)","Nearctic","61.85001","-121.28334","odonates"
"3228",895,19,3.40846053117077,9.5108433657731,8.03165967356608,16,0.764978513923222,0.169041363887632,"3228","Acacia mangium plantation","Indomalaya","-0.35001","101.933342","primates"
"3229",125,22,7.74157477133081,15.5346759001267,14.1423357664234,10,0.887427048142572,0.0939018446677687,"3229","Kouilou Département","Afrotropic","-0.866677","14.816677","primates"
"3230",1184,13,2.04270790276309,2.99392699159376,1.9430676861953,11,0.427527310667902,0.432317895084938,"3230","Akole Tahsil","Indomalaya","19.52","74.010002","carnivores"
"3231",1198,29,5.3558015263121,13.4510497059274,10.1360372077243,21,0.771852928663918,0.282960034191876,"3231","Chhep Wildlife Sanctuary","Indomalaya","14.183343","105.133347","carnivores"
"3232",378,10,1.88460603846754,6.59584339447386,5.38042739560523,9,0.81927033561359,0.203671849335391,"3232","Dachigam National Park","Palearctic","34.141678","75.025009","primates"
"3233",97,11,3.19158091439601,8.34178259934578,7.18518518518519,8,0.884641192850976,0.149255641401068,"3233","Larraga","Palearctic","42.566677","-1.85001","other small mammals"
"3234",1468,15,2.32589323325939,4.90217891302024,3.57537562465758,11,0.58702005662857,0.31560954194322,"3234","Lindsay","Nearctic","44.35001","-78.733345","carnivores"
"3235",534,15,2.86663844237697,4.34058842934096,3.08801128349788,10,0.542091103452128,0.340482635580924,"3235","Groote Eylandt","Australasia","-13.98","136.490005","carnivores"
"3236",1367,9,1.29217695445045,4.74102378821861,3.81625070507737,9,0.708281309754447,0.216984651636825,"3236","Zurich (movement photos)","Palearctic","47.366676","8.55001","carnivores"
"3237",3010,37,5.93886299559038,9.80559787801763,5.24222703010561,22,0.632236314939618,0.626207020850706,"3237","Yanchiwan National Nature Reserve","Palearctic","38.858341","96.266678","rodents"
"3238",450,14,2.7414182116283,4.8467931601148,3.79579184670299,9,0.598061006271361,0.244424237817697,"3238","Alyangula","Australasia","-13.833343","136.416672","other small mammals"
"3239",2136,18,2.69617828828152,8.32906646973185,6.51837579472168,15,0.733383647154776,0.245126147772855,"3239","Davis Mountain Preserve","Nearctic","30.633343","-104.166679","carnivores"
"3240",207,15,3.71446170883541,7.14208135398083,5.00963345864662,12,0.725985153167183,0.354641489558083,"3240","Ajos","Nearctic","30.9","-109.900002","rodents"
"3241",362,18,3.98148313656568,13.2243287673185,11.7562072688017,14,0.893330836965268,0.117676842325896,"3241","Madera West","Nearctic","30","-109.5","other small mammals"
"3242",637,21,4.17061140441039,9.2296654354953,6.03755476736908,17,0.729974189978712,0.424423710211774,"3242","Kweenkoh","Indomalaya","16.374901","98.475601","primates"
"3243",682,25,5.0983327120497,13.9600560262508,10.3049034834702,21,0.818981611623947,0.303580262359641,"3243","Mae Nyaw Kee South","Indomalaya","17.682699","97.659203","primates"
"3244",1354,20,3.32714604343839,12.0497936095243,9.37343048065411,19,0.830864478085282,0.251168389505615,"3244","Kloof/Hillcrest","Afrotropic","-29.785982","30.829842","carnivores"
"3245",703,7,1.08030550233234,3.77843463842919,3.06899082112385,7,0.683130106335647,0.207961022246796,"3245","Dana Nature Reserve","Palearctic","30.690001","35.580002","rodents"
"3246",1205,26,4.6807622917845,14.7210841150433,11.3552901397868,22,0.825414694845616,0.25959703275693,"3246","Iguaçu National Park","Neotropic","-25.6","-54.299999","ungulates"
"3247",190,9,1.9640875017493,6.29644576111891,5.76589595375723,8,0.837413402468634,0.0880247550285896,"3247","Pico de Orizaba National Park","Neotropic","19.050011","-97.28334","carnivores"
"3248",120,9,2.25363109505758,6.40379146985135,6.17113223854797,6,0.845107164407976,0.0370079039801716,"3248","Osogovo Mountain (Natura 2000 study)","Palearctic","42.158344","22.516678","carnivores"
"3249",154,10,2.39227408453894,7.54323917090024,6.79020172910663,10,0.877557877960607,0.105171037166423,"3249","Osogovo Mountain (intensive study)","Palearctic","42.158344","22.516678","carnivores"
"3250",2008,17,2.5484697236409,4.19134330103202,2.30706559073798,13,0.505793636213518,0.59704486948892,"3250","Osogovo Mountain (opportunistic study)","Palearctic","42.158344","22.516678","carnivores"
"3251",237,11,2.38716544251698,5.91556245515353,4.56364229765013,8,0.741311183479592,0.259465528357911,"3251","Pacuare Nature Reserve","Neotropic","10.166677","-83.233345","carnivores"
"3254",474,14,2.70746394792065,6.45036457842063,4.6849297893681,14,0.706364591658259,0.319785723679137,"3254","Huangshan Mountain Scenic Area","Indomalaya","30.158342","118.150009","rodents"
"3255",1049,24,4.37681931880753,5.92981885744422,3.71224615218375,17,0.560089212064363,0.468356540462835,"3255","Kurrajong (KP1)","Australasia","-17.936678","122.789734","other large mammals"
"3256",2675,43,7.27600127554071,9.19143293897554,5.94529426627923,24,0.589777671939288,0.435671820901207,"3256","The Wilds","Nearctic","39.860001","-81.730003","ungulates"
"3257",222,8,1.6244272505788,4.76498793074879,4.211330472103,8,0.750824186644518,0.1235163798104,"3257","Reserva Biolo&#769;gica de Araras","Neotropic","-22.450001","-43.259998","other small mammals"
"3258",4271,14,1.80147242013062,2.98416502054251,2.20071592288866,13,0.41428428641306,0.304537255681138,"3258","Fujiyoshida City","Palearctic","35.441677","138.766678","ungulates"
"3259",76,4,0.899109940037716,2.68397521989136,2.30396119644301,4,0.712185675876186,0.152669085667306,"3259","Yukiiri Fureainosato Park (autumn 2000)","Palearctic","36.166676","140.18335","carnivores"
"3260",77,5,1.19613702276581,3.58254269509256,3.11276595744681,4,0.792868608643846,0.140561092014261,"3260","Yukiiri Fureainosato Park (winter 2001)","Palearctic","36.166676","140.18335","carnivores"
"3261",86,6,1.46791550804032,5.48168830781219,5.47976011994003,6,0.949576752962038,0.000351812610305498,"3261","Yukiiri Fureainosato Park (spring 2001)","Palearctic","36.166676","140.18335","carnivores"
"3262",73,8,2.29059380487542,5.57989341050307,4.88475836431227,6,0.826745854447822,0.133049854707675,"3262","Yukiiri Fureainosato Park (summer 2001)","Palearctic","36.166676","140.18335","carnivores"
"3263",123,10,2.57184913109797,5.89001902140576,4.73674242424242,7,0.770116697313115,0.217909579927629,"3263","Pastorías (lluvias)","Neotropic","19.564453","-96.570564","other small mammals"
"3264",319,11,2.20904250336868,5.94963364729156,4.47275132275132,11,0.743706226876612,0.285325918054809,"3264","Pastorías (secas)","Neotropic","19.564453","-96.570564","other small mammals"
"3265",206,12,2.77809516510533,6.00981419148003,4.8596087456847,9,0.721714770115461,0.212435901841575,"3265","San Juan Bautista Cuicatlán (lluvias)","Neotropic","17.800011","-96.950012","other small mammals"
"3266",172,10,2.31375059074927,5.19751115385605,4.30503512880562,8,0.715795430000224,0.188394588904071,"3266","San Juan Bautista Cuicatlán (secas)","Neotropic","17.800011","-96.950012","other small mammals"
"3267",182,22,6.54693798227511,13.8748711541009,11.5829817158931,14,0.850871320301977,0.180542445978963,"3267","Purus Project","Neotropic","-9.04","-69.470001","ungulates"
"3268",871,18,3.21029722924609,7.96697201131315,6.16003056562668,15,0.718006080582978,0.257222757829257,"3268","Reserva de la Biosfera La Encrucijada (secas)","Neotropic","15.358343","-92.383347","carnivores"
"3269",980,16,2.71592021081939,6.91731396661279,5.45069254280812,15,0.697552984923692,0.238284866487058,"3269","Reserva de la Biosfera La Encrucijada (lluvias)","Neotropic","15.358343","-92.383347","carnivores"
"3270",74,4,0.906016173625034,2.68226459571981,2.42677448337826,4,0.71172578046012,0.100098433598447,"3270","Otún Quimbaya Flora and Fauna Sanctuary (2009)","Neotropic","4.728343","-75.577507","ungulates"
"3271",52,6,1.75273804905793,4.29033637472087,3.79942693409742,6,0.812812860154377,0.121514890348563,"3271","Otún Quimbaya Flora and Fauna Sanctuary (2010-1)","Neotropic","4.728343","-75.577507","ungulates"
"3272",22,5,2.0192984223291,3.58030814149673,3.34782608695652,4,0.792480940021687,0.0671376638277826,"3272","Otún Quimbaya Flora and Fauna Sanctuary (2010-2)","Neotropic","4.728343","-75.577507","carnivores"
"3273",19,5,2.21155896073295,2.95403729279886,2.375,3,0.673013106109866,0.218175371051648,"3273","Otún Quimbaya Flora and Fauna Sanctuary (2011)","Neotropic","4.728343","-75.577507","ungulates"
"3274",245,5,0.889337999280013,4.16141213072101,3.55114648924795,5,0.885933194537042,0.158583965105362,"3274","Daniel Boone Field Station (agricultural)","Nearctic","38.819454","-90.854454","rodents"
"3275",214,7,1.3875376239122,3.86858235815304,2.73897368104795,7,0.69524696444271,0.345304842938067,"3275","Daniel Boone Field Station (riparian)","Nearctic","38.819454","-90.854454","rodents"
"3276",1607,29,5.02534030080638,12.1693360400046,8.11177395021373,22,0.742114585285462,0.405602768041229,"3276","Formosa Military Training Area","Neotropic","-15.77501","-47.233341","other large mammals"
"3277",335,11,2.18246672829021,5.6311889748193,3.96491849751949,10,0.720765675232675,0.350835306040794,"3277","Salève","Palearctic","46.083344","6.133343","ungulates"
"3278",194,5,0.936661456961138,3.05171231738493,2.55821262640066,4,0.693225156435665,0.176394026791503,"3278","Limi Valley","Palearctic","30.290001","81.650002","carnivores"
"3279",1431,11,1.6214810785384,2.48960413389494,1.73766507703595,10,0.380385134335584,0.359581413156255,"3279","Sundarbans East Wildlife Sanctuary","Indomalaya","21.37501","89.800011","carnivores"
"3280",242,23,6.24571803831232,8.9510622037384,5.42126789366053,12,0.699019693958219,0.501442490412406,"3280","Mondulkiri Protected Forest","Indomalaya","13.083343","107.500008","ungulates"
"3281",107,10,2.69921459954286,7.01769370060207,5.98838437170011,10,0.846194408758082,0.15861297655332,"3281","Canadian National Railway (spring)","Nearctic","46.258343","-80.837509","carnivores"
"3282",164,9,2.0474699624108,5.34282504042252,3.79931779420125,6,0.762668761379702,0.340933024096541,"3282","Canadian National Railway (summer)","Nearctic","46.258343","-80.837509","carnivores"
"3283",116,9,2.27883952234459,3.78059189628495,2.39841783531104,7,0.605254737002884,0.455071299016202,"3283","Canadian National Railway (fall)","Nearctic","46.258343","-80.837509","carnivores"
"3284",87,5,1.15293346775965,2.57684062154927,1.89130434782609,4,0.588133332722495,0.309297361084314,"3284","Canadian National Railway (winter)","Nearctic","46.258343","-80.837509","other small mammals"
"3285",78,7,1.8625016660322,4.97506051157446,4.42920353982301,6,0.82451778898735,0.116217753624197,"3285","Shikma Biosphere Zone (spring)","Palearctic","31.488331","34.568909","carnivores"
"3286",251,10,2.08347029698359,7.59331069618791,6.83849171752397,7,0.880431170308494,0.104700489974816,"3286","Shikma Biosphere Zone (summer)","Palearctic","31.488331","34.568909","carnivores"
"3287",308,12,2.48571970010485,7.52259283213958,4.94902124986915,10,0.812067073109123,0.418721040311921,"3287","Shikma Biosphere Zone (winter)","Palearctic","31.488331","34.568909","carnivores"
"3288",1671,23,3.77328301407933,11.3892013617597,9.16503547031004,19,0.775847598490085,0.217269906031965,"3288","Private Reserve of Natural Heritage Recanto das Antas","Neotropic","-19.833344","-39.966679","other small mammals"
"3289",107,10,2.69921459954286,3.90284458637152,2.56722498868266,7,0.591381257757012,0.418880123793454,"3289","Reserva Ecológica Michelin (floresta)","Neotropic","-13.833343","-39.166676","other small mammals"
"3290",142,8,1.83394003176565,3.85982197912746,2.77236222653005,7,0.649511436577873,0.330921316874151,"3290","Franklin","Australasia","-43.083344","147.016678","other large mammals"
"3291",1729,8,1.08481721079459,2.44082003783935,2.08358288061481,7,0.42912197627992,0.158245113322277,"3291","Blue Grass Army Depot","Nearctic","37.68","-84.25","ungulates"
"3292",184,5,0.948174198382959,2.90280269479394,2.46862170087977,5,0.662142173072494,0.16201673771142,"3292","Davies Creek (mammals, early wet season)","Australasia","-17.016678","145.583344","other small mammals"
"3293",23,3,0.921111176974156,1.95402866146875,1.61146496815287,3,0.609763087964221,0.192749538234495,"3293","Davies Creek (dung beetles, early wet season)","Australasia","-17.016678","145.583344","scarab beetles"
"3294",319,7,1.26486623929266,2.1063613434229,1.53203250067961,6,0.382834725143482,0.3183666914313,"3294","Davies Creek (dung beetles, late wet season)","Australasia","-17.016678","145.583344","scarab beetles"
"3295",171,8,1.73990290648566,1.68573097218569,1.29005059021922,4,0.251124771076608,0.267517846292727,"3295","Davies Creek (dung beetles, early dry season)","Australasia","-17.016678","145.583344","scarab beetles"
"3296",29,5,1.7417000080785,2.53594086138688,1.98048780487805,3,0.578192367329845,0.247221536197351,"3296","Davies Creek (dung beetles, late dry season)","Australasia","-17.016678","145.583344","scarab beetles"
"3297",251,4,0.675650516282424,2.88485285087482,2.418298134731,4,0.76424886624174,0.176409851102109,"3297","Davies Creek (mammals, late wet season)","Australasia","-17.016678","145.583344","other small mammals"
"3298",412,5,0.800593529953831,3.39642868538444,2.96667717859771,5,0.759721442797739,0.135281961516567,"3298","Davies Creek (mammals, early dry season)","Australasia","-17.016678","145.583344","other small mammals"
"3299",257,5,0.880280059108589,2.97844630393677,2.68451118002285,5,0.678126059790571,0.10390313450726,"3299","Davies Creek (mammals, late dry season)","Australasia","-17.016678","145.583344","other small mammals"
"3300",3032,48,8.09695146381045,9.02006890085322,4.51673010081311,26,0.568157521793232,0.691663669701437,"3300","Danum Valley Field Centre (Riverine A)","Indomalaya","4.966677","117.800011","scarab beetles"
"3301",386,6,1.00838744272766,2.45605281881475,2.07422605588588,6,0.501493382073675,0.168967417094535,"3301","Torre Paterno","Palearctic","41.680012","12.394454","scarab beetles"
"3302",567,11,1.93545233483735,6.41000729835461,4.84717858869019,11,0.774787969514886,0.279463608135127,"3302","Makerere University Biological Field Station (dung beetles)","Afrotropic","0.45001","30.425011","scarab beetles"
"3303",693,24,4.82492199656067,12.5033007313368,8.65718308842113,18,0.794823751516295,0.367603276771369,"3303","Dagmarmara (600 m, 2004)","Palearctic","38.39362","27.819178","scarab beetles"
"3304",1805,41,7.46513237649097,10.6393116160862,4.70267959527337,29,0.63673351199637,0.816423311174785,"3304","Patras","Palearctic","38.233341","21.733343","butterflies"
"3305",2200,57,10.6908253654028,25.6238320670985,17.0691261149373,36,0.802246284719454,0.406251517258686,"3305","Velyka Dobron (2012)","Palearctic","48.433342","22.416677","butterflies"
"3306",41,1,0.184997157970341,1,1,1,NA,0,"3306","Lake Macquarie (K26)","Australasia","-33.083344","151.583344","clams"
"3307",616,8,1.29769876219751,5.37984535830679,4.47886125035468,8,0.809188234544998,0.183290801023759,"3307","Lake Macquarie (L22)","Australasia","-33.083344","151.583344","crustaceans"
"3308",38818,18,1.8042306306241,5.47476755020397,4.07220740455591,16,0.588211469190042,0.295964605945199,"3308","Pombas Island","Neotropic","-32.016678","-52.150009","clams"
"3309",135,9,2.17066671942084,4.27852279117774,2.7203007518797,7,0.661565423381749,0.452865363030779,"3309","Lagos Lagoon (1004 estate area)","Afrotropic","6.441121","3.429732","snails"
"3310",95,8,2.08216876684505,4.80677055168522,3.74895046179681,6,0.755022646311757,0.248549531694409,"3310","Lagos Lagoon (Osbourne)","Afrotropic","6.46001","3.467232","snails"
"3311",127,9,2.21283093763097,6.45586180276582,5.16526791478373,7,0.848792856206045,0.223031552290074,"3311","Lagos Lagoon (Badore)","Afrotropic","6.506399","3.571121","snails"
"3312",1549,2,0.226485567651862,1.05919484229981,1.02088559415122,2,0.0829680021382412,0.0368385565958805,"3312","Etang de Berre (station 19, October 1972)","Palearctic","43.450008","5.116677","clams"
"3313",586,3,0.413368921011407,1.20884969407178,1.08248496943364,3,0.172644383591084,0.110409945634344,"3313","Etang de Berre (station 19, January 1973)","Palearctic","43.450008","5.116677","clams"
"3314",295,3,0.464773697707352,1.32191933932196,1.15415324834323,3,0.254033864647355,0.135717768645879,"3314","Etang de Berre (station 19, March 1973)","Palearctic","43.450008","5.116677","clams"
"3315",197,5,0.933380366190584,2.39017312806478,1.93175905543326,4,0.541410013464178,0.212934786336295,"3315","Mugu Lagoon (control areas, August 1975)","Nearctic","34.099998","-119.099998","crustaceans"
"3316",1565,29,5.05330082922372,4.99123828484452,2.80634450370792,20,0.477440686362388,0.575801284158283,"3316","Tsoukalio (T2, 1993)","Palearctic","39.066677","20.783342","other invertebrates"
"3317",28638,21,2.21853127320128,4.85578561661633,3.21530068605536,16,0.519020942352118,0.412250025333855,"3317","Timsah Lake (Station I)","Palearctic","30.566677","32.300011","other invertebrates"
"3318",15764,17,1.88192390592927,3.83877657065391,2.6237791443163,15,0.474780241052165,0.380538014466052,"3318","Celestun Lagoon (rainy season)","Neotropic","20.900009","-90.350014","other invertebrates"
"3319",3298,21,2.99831704613808,4.05358206822029,2.37717467584,17,0.459711163287917,0.533688279984602,"3319","Laguna Joyuda (station 1)","Nearctic","18.116676","-67.183342","other invertebrates"
"3320",344,112,57.7333332418094,72.3498832734218,59.4118831822759,15,0.907388971895904,0.197019579782217,"3320","Linha 605 (hectare I)","Neotropic","-9.63","-61.950001","trees"
"3321",449,137,67.1924948087368,95.6270624917658,85.2338983050848,13,0.92692551642115,0.11505663831786,"3321","Linha 605 (hectare II)","Neotropic","-9.63","-61.950001","trees"
"3322",293,104,57.5663017015064,64.0302242493815,42.5228628230616,13,0.895565277795295,0.409313345713763,"3322","Linha MA-9 (hectare III)","Neotropic","-9.38","-62.040001","trees"
"3323",384,114,54.7972008185017,77.4526583135331,62.6371379897785,15,0.91838780334721,0.212308528417101,"3323","Linha MA-9 (hectare IV)","Neotropic","-9.38","-62.040001","trees"
"3324",382,123,62.853110881401,86.562345487286,76.68177028451,14,0.92699376872697,0.12120090683224,"3324","Linha MC-2 (hectare V)","Neotropic","-9.31","-61.869999","trees"
"3325",383,120,60.0409794310424,80.8898010465615,67.4221198156682,15,0.917617822337706,0.182114596218694,"3325","Linha MC-2 (hectare VI)","Neotropic","-9.31","-61.869999","trees"
"3326",779,54,13.1843561086486,21.4314887573732,13.7816536292523,24,0.768331294888227,0.441523017276567,"3326","Fazenda Tupi","Neotropic","-28.933344","-51.883343","trees"
"3327",1386,253,90.6709939949485,123.909957272228,56.8234562784915,25,0.870995103564918,0.779605947668257,"3327","Peixe-Boi","Neotropic","-1.183343","-47.316677","trees"
"3547",79,9,2.61598738119047,6.48710747475702,5.7588785046729,8,0.850990272498206,0.119073990106444,"3547","Hacienda X-Conca","Nearctic","21.433344","-99.666679","bats"
"3564",933,17,2.9518303297073,6.36151609551492,5.42360660645676,13,0.653062972692717,0.159505709042355,"3564","Kampung Pasir Putih","Indomalaya","0.883343","127.683342","bats"
"3565",378,31,7.99614590798927,10.8949766861589,6.44182262001627,12,0.695489437295755,0.525490312922798,"3565","Lake Turpanie","Palearctic","53.398067","91.173622","birds"
"3566",880,11,1.77126912155102,3.70502906008008,2.78284645272701,10,0.546183612374894,0.286216794464531,"3566","Malaya Gomsel'ga","Palearctic","62.066677","33.916676","other small mammals"
"3567",91,13,4.15035063976309,5.77286769647769,3.88519924098672,8,0.683510164860944,0.395994690992644,"3567","Pavlodar","Palearctic","52.300011","76.950012","other small mammals"
"3568",138,10,2.47630779211992,5.47413359269025,3.84268292682927,10,0.738315391879409,0.35386321377061,"3568","Karasuk","Palearctic","53.716679","78.050011","other small mammals"
"3569",333,7,1.25306404942411,3.74430327381609,2.93236433080473,7,0.678466864771515,0.244426521486555,"3569","Traktorosad No. 4 (garden)","Palearctic","55.150009","61.383343","rodents"
"3570",228,7,1.36633700004048,4.31873554568981,3.39740055139819,6,0.75181408677318,0.239952066151572,"3570","Traktorosad No. 4 (adjacent biotopes)","Palearctic","55.150009","61.383343","rodents"
"3571",12,5,3.21817325511923,4.33939062525723,5.07692307692308,3,0.911954364929408,-0.156971455237736,"3571","Angedalen (spring)","Palearctic","61.466679","5.916677","rodents"
"3572",171,6,1.21017800561128,2.7155583407654,1.86921296296296,6,0.55755116675742,0.373480115764056,"3572","Angedalen (fall)","Palearctic","61.466679","5.916677","rodents"
"3573",541,7,1.13467481385869,3.56650575807401,3.003824956815,6,0.653466110879112,0.171699875054198,"3573","Znamenskiy","Palearctic","57.383343","73.666679","rodents"
"3574",303,9,1.74285374458638,4.2549190909886,3.15516171298531,7,0.659047673932494,0.299035996024344,"3574","Bayanaul Village","Palearctic","50.816677","75.666679","other small mammals"
"3575",7304,19,2.36436253353235,3.83718266221606,2.42451466855339,16,0.456704460552147,0.459107047928508,"3575","Chusovoy","Palearctic","58.316677","57.816677","rodents"
"3576",179,12,2.89925051808493,5.9839645213577,4.5831415420023,9,0.719980089348523,0.266698622549492,"3576","Pechora-Ilych State Nature Biosphere Reserve","Palearctic","61.816677","56.85001","mosquitoes"
"3577",612,21,4.21210708161607,7.38318846708031,5.05491118501095,14,0.656656545587493,0.378845304331763,"3577","Dzanybek Research Station","Palearctic","49.400009","46.800011","birds"
"3578",62,8,2.44522928898099,5.12072854754878,4.66913580246914,6,0.785449694369488,0.0923227218197255,"3578","LaBiche River Valley","Nearctic","60.125999","-124.064003","rodents"
"3579",41,3,0.745219054551601,2.41935251464732,2.27146814404432,3,0.804196309791293,0.0630735665128431,"3579","Karrak Lake","Nearctic","67.233345","-100.250008","rodents"
"3580",6738,4,0.41230426392307,1.89704196530448,1.78507887411365,4,0.461875796798785,0.0608332112060182,"3580","Meliadine River","Nearctic","62.816677","-92.083344","mosquitoes"
"3581",1361,11,1.63565551867755,3.68118156501277,2.61221033616529,11,0.543490699064075,0.34303704306089,"3581","Kanagawa","Palearctic","35.490002","139.520004","mosquitoes"
"3582",514,25,5.4958829110292,13.1193658184894,9.61851608667104,19,0.79968584853617,0.310399445507683,"3582","Malafai Farm (vineyard)","Neotropic","-31.266678","-54.116676","ants"
"3583",528,46,12.1133166974928,17.5979252275839,9.52474840829739,22,0.749033590068937,0.613887503461909,"3583","El Cipres (pasture)","Neotropic","4.516677","-76.166679","ants"
"3584",1730,52,10.0984258496565,9.4819308045074,5.52155517734057,21,0.569286059554395,0.540728411255664,"3584","El Cipres (fodder banks)","Neotropic","4.516677","-76.166679","ants"
"3585",143,27,9.84526295379655,18.9908672734811,17.3852739726027,13,0.893235409845987,0.0883346693178946,"3585","Santa Martha (second growth)","Neotropic","18.35001","-94.883347","birds"
"3586",32,16,12.7344814328005,12.2671592854072,12.4,4,0.904182324168044,-0.0107707577741195,"3586","Santa Martha (open)","Neotropic","18.35001","-94.883347","birds"
"3587",59,8,2.49694015595929,2.87015382277681,1.85776330076004,3,0.507042686215584,0.434992387484733,"3587","Ma Da Forest (ground)","Indomalaya","11.333343","107.416679","other small mammals"
"3588",25,4,1.3443980050058,2.13676948694658,1.69491525423729,3,0.5477156397788,0.231662360840152,"3588","Buriram Province (house)","Indomalaya","15.00001","103.100014","rodents"
"3589",38223,28,2.95768507385458,4.79111040503021,2.90058131484339,27,0.470187888260506,0.501851031592808,"3589","Biyem-Assi-superette","Afrotropic","3.85001","11.45001","ants"
"3590",70186,61,6.57646449100164,1.87572840520561,1.30855841131936,38,0.15300811641062,0.360070984859267,"3590","Nko'ondo and Djazeng","Afrotropic","2.516677","10.90001","ants"
"3591",54,3,0.684926554747781,2.47404632068596,2.36138613861386,2,0.824544751712858,0.0466062033014046,"3591","Newins-Ziegler Woods","Nearctic","29.65","-82.349998","carnivores"
"3592",63,5,1.27558289359934,3.47003131086994,2.928035982009,5,0.773042319689023,0.169831732262461,"3592","Student Agricultural Gardens","Nearctic","29.65","-82.349998","carnivores"
"3593",946,12,1.93774550704518,5.40407377255119,3.58905902473884,11,0.678960343085751,0.409263013433395,"3593","Xalapa","Neotropic","19.54001","-96.927513","other small mammals"
"3594",85,24,11.1324237765125,15.5852260958136,12.5263157894737,9,0.864152581104668,0.218491725879719,"3594","Mt Camagong","Indomalaya","14.136121","122.020569","birds"
"3595",160,35,13.8256441603648,19.1388571422362,12.6946107784431,11,0.830219889235978,0.410543118555786,"3595","PPB Oil Palms Berhad (forest)","Indomalaya","1.5533","110.3592","birds"
"3596",52,26,20.6935323786372,22.0671574904571,29.4666666666667,4,0.949661982292388,-0.289169264178041,"3596","PPB Oil Palms Berhad (edge)","Indomalaya","1.5533","110.3592","birds"
"3597",126,29,11.7994134638562,18.2771140957646,13.1469115191987,8,0.862903002303662,0.329462815761545,"3597","PPB Oil Palms Berhad (oil palm plantation)","Indomalaya","1.5533","110.3592","birds"
"3598",784,83,23.453972193485,56.1815949662151,45.011878574571,26,0.911684663268942,0.221662788297557,"3598","Abiriw","Afrotropic","5.80001","-0.10001","butterflies"
"3599",376,51,15.9202555735008,32.9627257128996,27.7777777777778,21,0.888996035360858,0.171141058696094,"3599","Odumante","Afrotropic","5.833343","-0.183343","butterflies"
"3600",1319,91,22.1848447998638,42.9064404735798,28.5946772814001,33,0.833327204455061,0.405801350791809,"3600","Manas Range","Palearctic","26.799999","90.900002","butterflies"
"3601",807,31,6.39804822938851,13.9296251851402,9.80171790235081,19,0.767043592056574,0.351460213932404,"3601","Kakachi (unlogged site)","Indomalaya","8.666677","77.500008","butterflies"
"3602",1144,58,12.8994558379391,20.9685066648844,13.713314875409,23,0.749430941782835,0.424654379877322,"3602","Kakachi (logged site)","Indomalaya","8.666677","77.500008","butterflies"
"3603",144,17,5.01131351259554,11.7330532573853,9.73156899810964,10,0.869122661979451,0.187034786684122,"3603","UC Koaz Bahram Dheri","Palearctic","34.300011","71.650009","butterflies"
"3604",670,83,24.9466974292355,37.0392336195525,20.5817797777574,23,0.817403939072643,0.587571511339857,"3604","Simian Mountain Natural Reserve (Sample I)","Palearctic","28.320999","106.236","butterflies"
"3605",246,25,6.95708432374587,13.2432862797007,10.0988605898123,12,0.802606521254244,0.271068123553359,"3605","Crossman","Nearctic","43.408066","-92.474731","butterflies"
"3606",127,30,12.3975655917685,21.3914318070612,18.8702830188679,9,0.900562394737794,0.125402101387419,"3606","El Porvenir (birds)","Neotropic","-14.666677","-66.750008","birds"
"3607",392,12,2.34064691455082,7.441315300341,6.21037277147488,9,0.807695380054367,0.180826699143638,"3607","El Porvenir (bats)","Neotropic","-14.666677","-66.750008","bats"
"3608",1322,117,30.9789716654194,42.9958383966042,21.4772973238882,30,0.7897870554565,0.694106890721546,"3608","Federal University of Acre","Neotropic","-9.95","-67.870003","birds"
"3609",151,29,10.6686813093529,14.0487130137666,7.09586466165414,9,0.784763479231088,0.68301861879904,"3609","Guaribas Biological Reserve (fragment III)","Neotropic","-6.716677","-35.166676","birds"
"3610",173,37,14.4300570737265,25.2517757778725,20.8960674157303,11,0.894203789506958,0.189335501745708,"3610","Estuário do rio Mamanguape","Neotropic","-6.783343","-35.016678","birds"
"3611",148,30,11.3585251669244,13.9183323125087,7.51243093922652,10,0.774199949932443,0.616647735555954,"3611","Estuário do rio Paraíba do Norte","Neotropic","-7.016677","-34.900009","birds"
"3612",103,30,14.2234844729252,20.1506758851624,16.5709779179811,7,0.882994279223641,0.195584983441429,"3612","Reserva Biológica Guaribas (Sema 1)","Neotropic","-6.735566","-35.14362","birds"
"3613",148,27,9.67346944149716,15.2794045090914,11.0886850152905,11,0.827257513617868,0.320580590643305,"3613","Reserva Biológica Guaribas (Sema 2)","Neotropic","-6.80501","-35.083344","birds"
"3614",82,24,11.418478568445,13.1198095152891,9.35492957746479,8,0.809968427903241,0.338219832857467,"3614","Reserva Particular do Patrimônio Natural Engenho Gargaú","Neotropic","-6.991399","-34.95612","birds"
"3615",162,24,7.78689315608913,13.5329558779316,10.4495192307692,13,0.819724279645751,0.25857191602986,"3615","Serra dos Órgãos","Neotropic","-22.516678","-43.016678","birds"
